ticker,price,timestamp
NVDA,408.55,2023-08-13 14:15:04
NVDA,408.55,2023-08-13 14:02:42
NVDA,408.55,2023-08-13 13:54:54
NVDA,408.55,2023-08-13 13:48:21
NVDA,408.55,2023-08-13 13:41:45
NVDA,408.55,2023-08-13 13:35:10
NVDA,408.55,2023-08-13 13:28:14
NVDA,408.55,2023-08-13 13:21:31
NVDA,408.55,2023-08-13 13:11:11
NVDA,408.55,2023-08-13 12:57:59
NVDA,408.55,2023-08-13 12:49:11
NVDA,408.55,2023-08-13 12:34:37
NVDA,408.55,2023-08-13 12:10:13
NVDA,408.55,2023-08-13 11:55:23
NVDA,408.55,2023-08-13 11:48:48
NVDA,408.55,2023-08-13 11:42:17
NVDA,408.55,2023-08-13 11:35:24
NVDA,408.55,2023-08-13 11:28:55
NVDA,408.55,2023-08-13 11:22:10
NVDA,408.55,2023-08-13 11:15:30
NVDA,408.55,2023-08-13 11:07:47
NVDA,408.55,2023-08-13 10:57:27
NVDA,408.55,2023-08-13 10:50:55
NVDA,408.55,2023-08-13 10:44:31
NVDA,408.55,2023-08-13 10:37:30
NVDA,408.55,2023-08-13 10:30:44
NVDA,408.55,2023-08-13 10:24:07
NVDA,408.55,2023-08-13 10:09:10
NVDA,408.55,2023-08-13 09:57:24
NVDA,408.55,2023-08-13 09:50:58
NVDA,408.55,2023-08-13 09:44:06
NVDA,408.55,2023-08-13 09:37:38
NVDA,408.55,2023-08-13 09:30:42
NVDA,408.55,2023-08-13 09:23:46
NVDA,408.55,2023-08-13 09:17:01
NVDA,408.55,2023-08-13 09:05:47
NVDA,408.55,2023-08-13 08:55:28
NVDA,408.55,2023-08-13 08:48:55
NVDA,408.55,2023-08-13 08:42:31
NVDA,408.55,2023-08-13 08:36:01
NVDA,408.55,2023-08-13 08:28:58
NVDA,408.55,2023-08-13 08:22:40
NVDA,408.55,2023-08-13 08:09:47
NVDA,408.55,2023-08-13 07:56:30
NVDA,408.55,2023-08-13 07:49:58
NVDA,408.55,2023-08-13 07:43:27
NVDA,408.55,2023-08-13 07:36:27
NVDA,408.55,2023-08-13 07:30:04
NVDA,408.55,2023-08-13 07:23:25
NVDA,408.55,2023-08-13 07:16:53
NVDA,408.55,2023-08-13 07:07:38
NVDA,408.55,2023-08-13 06:56:45
NVDA,408.55,2023-08-13 06:50:22
NVDA,408.55,2023-08-13 06:43:32
NVDA,408.55,2023-08-13 06:37:03
NVDA,408.55,2023-08-13 06:30:18
NVDA,408.55,2023-08-13 06:23:34
NVDA,408.55,2023-08-13 06:09:17
NVDA,408.55,2023-08-13 05:56:03
NVDA,408.55,2023-08-13 05:49:41
NVDA,408.55,2023-08-13 05:43:06
NVDA,408.55,2023-08-13 05:36:05
NVDA,408.55,2023-08-13 05:29:08
NVDA,408.55,2023-08-13 05:22:42
NVDA,408.55,2023-08-13 05:10:59
NVDA,408.55,2023-08-13 04:59:11
NVDA,408.55,2023-08-13 04:52:36
NVDA,408.55,2023-08-13 04:46:04
NVDA,408.55,2023-08-13 04:39:12
NVDA,408.55,2023-08-13 04:32:29
NVDA,408.55,2023-08-13 04:25:50
NVDA,408.55,2023-08-13 04:14:18
NVDA,408.55,2023-08-13 03:59:15
NVDA,408.55,2023-08-13 03:52:33
NVDA,408.55,2023-08-13 03:46:14
NVDA,408.55,2023-08-13 03:39:31
NVDA,408.55,2023-08-13 03:32:45
NVDA,408.55,2023-08-13 03:25:57
NVDA,408.55,2023-08-13 03:19:26
NVDA,408.55,2023-08-13 03:07:31
NVDA,408.55,2023-08-13 02:55:57
NVDA,408.55,2023-08-13 02:49:11
NVDA,408.55,2023-08-13 02:42:31
NVDA,408.55,2023-08-13 02:35:40
NVDA,408.55,2023-08-13 02:28:56
NVDA,408.55,2023-08-13 02:22:14
NVDA,408.55,2023-08-13 02:04:58
NVDA,408.55,2023-08-13 01:38:46
NVDA,408.55,2023-08-13 00:52:47
NVDA,408.55,2023-08-12 23:58:25
NVDA,408.55,2023-08-12 23:51:39
NVDA,408.55,2023-08-12 23:45:23
NVDA,408.55,2023-08-12 23:38:52
NVDA,408.55,2023-08-12 23:31:48
NVDA,408.55,2023-08-12 23:25:04
NVDA,408.55,2023-08-12 23:18:25
NVDA,408.55,2023-08-12 23:07:22
NVDA,408.55,2023-08-12 22:56:42
NVDA,408.55,2023-08-12 22:50:16
NVDA,408.55,2023-08-12 22:43:22
NVDA,408.55,2023-08-12 22:36:41
NVDA,408.55,2023-08-12 22:29:58
NVDA,408.55,2023-08-12 22:23:03
NVDA,408.55,2023-08-12 22:12:08
NVDA,408.55,2023-08-12 22:00:10
NVDA,408.55,2023-08-12 21:53:45
NVDA,408.55,2023-08-12 21:47:07
NVDA,408.55,2023-08-12 21:40:28
NVDA,408.55,2023-08-12 21:34:05
NVDA,408.55,2023-08-12 21:27:16
NVDA,408.55,2023-08-12 21:20:33
NVDA,408.55,2023-08-12 21:13:52
NVDA,408.55,2023-08-12 21:02:34
NVDA,408.55,2023-08-12 20:54:58
NVDA,408.55,2023-08-12 20:48:21
NVDA,408.55,2023-08-12 20:41:27
NVDA,408.55,2023-08-12 20:34:51
NVDA,408.55,2023-08-12 20:27:37
NVDA,408.55,2023-08-12 20:21:01
NVDA,408.55,2023-08-12 20:12:59
NVDA,408.55,2023-08-12 20:00:07
NVDA,408.55,2023-08-12 19:53:28
NVDA,408.55,2023-08-12 19:46:56
NVDA,408.55,2023-08-12 19:40:16
NVDA,408.55,2023-08-12 19:33:15
NVDA,408.55,2023-08-12 19:26:41
NVDA,408.55,2023-08-12 19:19:56
NVDA,408.55,2023-08-12 19:13:01
NVDA,408.55,2023-08-12 19:02:42
NVDA,408.55,2023-08-12 18:55:01
NVDA,408.55,2023-08-12 18:48:18
NVDA,408.55,2023-08-12 18:41:47
NVDA,408.55,2023-08-12 18:35:06
NVDA,408.55,2023-08-12 18:27:34
NVDA,408.55,2023-08-12 18:21:19
NVDA,408.55,2023-08-12 18:04:40
NVDA,408.55,2023-08-12 17:54:51
NVDA,408.55,2023-08-12 17:48:23
NVDA,408.55,2023-08-12 17:41:30
NVDA,408.55,2023-08-12 17:35:01
NVDA,408.55,2023-08-12 17:28:12
NVDA,408.55,2023-08-12 17:21:24
NVDA,408.55,2023-08-12 17:11:46
NVDA,408.55,2023-08-12 17:00:22
NVDA,408.55,2023-08-12 16:53:43
NVDA,408.55,2023-08-12 16:47:04
NVDA,408.55,2023-08-12 16:40:29
NVDA,408.55,2023-08-12 16:34:02
NVDA,408.55,2023-08-12 16:27:22
NVDA,408.55,2023-08-12 16:13:40
NVDA,408.55,2023-08-12 15:58:37
NVDA,408.55,2023-08-12 15:51:52
NVDA,408.55,2023-08-12 15:45:05
NVDA,408.55,2023-08-12 15:38:30
NVDA,408.55,2023-08-12 15:31:39
NVDA,408.55,2023-08-12 15:24:44
NVDA,408.55,2023-08-12 15:18:12
NVDA,408.55,2023-08-12 15:06:54
NVDA,408.55,2023-08-12 14:56:16
NVDA,408.55,2023-08-12 14:49:46
NVDA,408.55,2023-08-12 14:42:54
NVDA,408.55,2023-08-12 14:36:07
NVDA,408.55,2023-08-12 14:29:17
NVDA,408.55,2023-08-12 14:22:44
NVDA,408.55,2023-08-12 14:13:15
NVDA,408.55,2023-08-12 14:01:40
NVDA,408.55,2023-08-12 13:54:39
NVDA,408.55,2023-08-12 13:48:10
NVDA,408.55,2023-08-12 13:41:22
NVDA,408.55,2023-08-12 13:34:34
NVDA,408.55,2023-08-12 13:27:28
NVDA,408.55,2023-08-12 13:20:47
NVDA,408.55,2023-08-12 13:10:30
NVDA,408.55,2023-08-12 12:57:55
NVDA,408.55,2023-08-12 12:49:06
NVDA,408.55,2023-08-12 12:34:36
NVDA,408.55,2023-08-12 12:10:36
NVDA,408.55,2023-08-12 11:55:17
NVDA,408.55,2023-08-12 11:48:55
NVDA,408.55,2023-08-12 11:42:06
NVDA,408.55,2023-08-12 11:35:34
NVDA,408.55,2023-08-12 11:29:01
NVDA,408.55,2023-08-12 11:22:11
NVDA,408.55,2023-08-12 11:15:33
NVDA,408.55,2023-08-12 11:08:16
NVDA,408.55,2023-08-12 10:58:15
NVDA,408.55,2023-08-12 10:51:43
NVDA,408.55,2023-08-12 10:44:50
NVDA,408.55,2023-08-12 10:38:29
NVDA,408.55,2023-08-12 10:31:22
NVDA,408.55,2023-08-12 10:24:58
NVDA,408.55,2023-08-12 10:12:27
NVDA,408.55,2023-08-12 09:59:27
NVDA,408.55,2023-08-12 09:52:55
NVDA,408.55,2023-08-12 09:46:25
NVDA,408.55,2023-08-12 09:39:41
NVDA,408.55,2023-08-12 09:33:01
NVDA,408.55,2023-08-12 09:26:20
NVDA,408.55,2023-08-12 09:19:38
NVDA,408.55,2023-08-12 09:11:50
NVDA,408.55,2023-08-12 08:59:49
NVDA,408.55,2023-08-12 08:53:18
NVDA,408.55,2023-08-12 08:46:20
NVDA,408.55,2023-08-12 08:39:27
NVDA,408.55,2023-08-12 08:33:09
NVDA,408.55,2023-08-12 08:26:08
NVDA,408.55,2023-08-12 08:16:26
NVDA,408.55,2023-08-12 08:00:25
NVDA,408.55,2023-08-12 07:53:44
NVDA,408.55,2023-08-12 07:47:00
NVDA,408.55,2023-08-12 07:40:23
NVDA,408.55,2023-08-12 07:33:37
NVDA,408.55,2023-08-12 07:26:46
NVDA,408.55,2023-08-12 07:20:04
NVDA,408.55,2023-08-12 07:13:23
NVDA,408.55,2023-08-12 07:01:11
NVDA,408.55,2023-08-12 06:54:26
NVDA,408.55,2023-08-12 06:47:44
NVDA,408.55,2023-08-12 06:40:52
NVDA,408.55,2023-08-12 06:34:14
NVDA,408.55,2023-08-12 06:27:01
NVDA,408.55,2023-08-12 06:17:07
NVDA,408.55,2023-08-12 06:00:27
NVDA,408.55,2023-08-12 05:53:52
NVDA,408.55,2023-08-12 05:47:10
NVDA,408.55,2023-08-12 05:40:26
NVDA,408.55,2023-08-12 05:33:56
NVDA,408.55,2023-08-12 05:27:13
NVDA,408.55,2023-08-12 05:20:27
NVDA,408.55,2023-08-12 05:07:29
NVDA,408.55,2023-08-12 04:56:04
NVDA,408.55,2023-08-12 04:49:53
NVDA,408.55,2023-08-12 04:42:56
NVDA,408.55,2023-08-12 04:36:22
NVDA,408.55,2023-08-12 04:29:32
NVDA,408.55,2023-08-12 04:23:04
NVDA,408.55,2023-08-12 04:07:39
NVDA,408.55,2023-08-12 03:55:32
NVDA,408.55,2023-08-12 03:48:46
NVDA,408.55,2023-08-12 03:42:10
NVDA,408.55,2023-08-12 03:35:41
NVDA,408.55,2023-08-12 03:28:45
NVDA,408.55,2023-08-12 03:22:20
NVDA,408.55,2023-08-12 03:14:01
NVDA,408.55,2023-08-12 03:00:04
NVDA,408.55,2023-08-12 02:53:37
NVDA,408.55,2023-08-12 02:46:56
NVDA,408.55,2023-08-12 02:40:01
NVDA,408.55,2023-08-12 02:33:13
NVDA,408.55,2023-08-12 02:26:05
NVDA,408.55,2023-08-12 02:18:39
NVDA,408.55,2023-08-12 02:01:47
NVDA,408.55,2023-08-12 01:34:41
NVDA,408.55,2023-08-12 00:52:58
NVDA,408.55,2023-08-11 23:59:10
NVDA,408.55,2023-08-11 23:52:14
NVDA,408.55,2023-08-11 23:45:41
